ID,A_name_in_paper,A_category,relationship,B_name_in_paper,B_ensembl,B_category,mechanism,key_molecular ,key_molecular_category,detail mechanism,method,species,detial,pmid,article_title
LncReg_732,Linc00974,lncRNA,up,SMAD3,ENSG00000166949.14,protein coding,transcriptional regulation,KRT19,,NOTCH and TGF-? signal pathways were promoted by the up regulation of KRT19 induced by Linc00974.,microarray;western blot,Homo sapiens,"NOTCH and TGF-? signal pathways were promoted by the up regulation of KRT19 induced by Linc00974.An obviously reduced level of NOTCH1, JAG1, and DTX1 was obtained by the loss of KRT19 in Huh7 cells instead of Hep3B. Meanwhile, transforming growth factor beta receptor 1 (TGFBR1), one of the most crucial factors in the TGF-? signaling pathway, as well as the phosphorylation level of SMAD2 and SMAD3, were decreased along with the absence of KRT19 in Huh7, while no difference was observed in Hep3B ",25476897,A novel biomarker Linc00974 interacting with KRT19 promotes proliferation and metastasis in hepatocellular carcinoma
LncReg_733,ANCR,lncRNA,down,ALP,ENSG00000162551.12,protein coding,transcriptional regulation,GSK3?/?-catenin,,ANCR regulated PDLSC osteogenic differentiation by activating the canonical WNT signalling pathway.,qPCR,Homo sapiens,"The mRNA expressions of ALP, OCN, DSPP, BSP and Runx2 were remarkably up-regulated in PDLSC/ ANCR-RNAi cells compared to control cells after 2 weeks of induction. ",25463901,Down-regulated non-coding RNA (lncRNA-ANCR) promotes osteogenic differentiation of periodontal ligament stem cells
LncReg_734,ANCR,lncRNA,down,OCN,ENSG00000242252.1,protein coding,transcriptional regulation,GSK4?/?-catenin,,ANCR regulated PDLSC osteogenic differentiation by activating the canonical WNT signalling pathway.,qPCR,Homo sapiens,"The mRNA expressions of ALP, OCN, DSPP, BSP and Runx2 were remarkably up-regulated in PDLSC/ ANCR-RNAi cells compared to control cells after 2 weeks of induction. ",25463901,Down-regulated non-coding RNA (lncRNA-ANCR) promotes osteogenic differentiation of periodontal ligament stem cells
LncReg_735,ANCR,lncRNA,down,DSPP,ENSG00000152591.11,protein coding,transcriptional regulation,GSK5?/?-catenin,,ANCR regulated PDLSC osteogenic differentiation by activating the canonical WNT signalling pathway.,qPCR,Homo sapiens,"The mRNA expressions of ALP, OCN, DSPP, BSP and Runx2 were remarkably up-regulated in PDLSC/ ANCR-RNAi cells compared to control cells after 2 weeks of induction. ",25463901,Down-regulated non-coding RNA (lncRNA-ANCR) promotes osteogenic differentiation of periodontal ligament stem cells
LncReg_736,ANCR,lncRNA,down,BSP,ENSG00000029559.6,protein coding,transcriptional regulation,GSK6?/?-catenin,,ANCR regulated PDLSC osteogenic differentiation by activating the canonical WNT signalling pathway.,qPCR,Homo sapiens,"The mRNA expressions of ALP, OCN, DSPP, BSP and Runx2 were remarkably up-regulated in PDLSC/ ANCR-RNAi cells compared to control cells after 2 weeks of induction. ",25463901,Down-regulated non-coding RNA (lncRNA-ANCR) promotes osteogenic differentiation of periodontal ligament stem cells
LncReg_737,ANCR,lncRNA,down,Runx2 ,ENSG00000124813.19,protein coding,transcriptional regulation,GSK7?/?-catenin,,ANCR regulated PDLSC osteogenic differentiation by activating the canonical WNT signalling pathway.,qPCR,Homo sapiens,"The mRNA expressions of ALP, OCN, DSPP, BSP and Runx2 were remarkably up-regulated in PDLSC/ ANCR-RNAi cells compared to control cells after 2 weeks of induction. ",25463901,Down-regulated non-coding RNA (lncRNA-ANCR) promotes osteogenic differentiation of periodontal ligament stem cells
LncReg_738,ANCR,lncRNA,up,GSK3?,ENSG00000082701.13,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,"The result showed that the mRNA expression of DKK1 have no significant change in PDLSC/ANCR-RNAi cells compared to control cells after 2 weeks of induction. However, the mRNA expression of GSK3- b was down-regulated and the mRNA expression of b-catenin was remarkably up-regulated in PDLSC/ANCR-RNAi cells compared to control cells after 2 weeks of induction. ",25463901,Down-regulated non-coding RNA (lncRNA-ANCR) promotes osteogenic differentiation of periodontal ligament stem cells
LncReg_739,ANCR,lncRNA,down,?-catenin,ENSG00000178585.13,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,"The result showed that the mRNA expression of DKK1 have no significant change in PDLSC/ANCR-RNAi cells compared to control cells after 2 weeks of induction. However, the mRNA expression of GSK3- b was down-regulated and the mRNA expression of b-catenin was remarkably up-regulated in PDLSC/ANCR-RNAi cells compared to control cells after 2 weeks of induction. ",25463901,Down-regulated non-coding RNA (lncRNA-ANCR) promotes osteogenic differentiation of periodontal ligament stem cells
LncReg_74,lincRNA-p21,lncRNA,up,FoxA2,ENSG00000125798.13,protein coding,transcriptional regulation,p21;p53;hnRNP-K,TF;RNA binding protein,LincRNA-p21 Indirectly Regulates PRC2 Target Genes via p21.,microarry;qPCR,Mus musculus ,"LincRNA-p21 Promotes the Expression of a Set of DNA Damage-Inducible, PRC2-Target Genes.",24857549,LincRNA-p21 activates p21 in cis to promote Polycomb target gene expression and to enforce the G1/S checkpoint
LncReg_740,HOTAIR,lncRNA,up,vimentin,ENSG00000026025.12,protein coding,,,,,western blot;IF,Homo sapiens,HOTAIR is associated with CSE-induced EMT of HBE cells.,25447409,"Epithelial-mesenchymal transition and cancer stem cells, mediated by a long non-coding RNA, HOTAIR, are involved in cell malignant transformation induced by cigarette smoke extract"
LncReg_741,HOTAIR,lncRNA,up,E-cadherin,ENSG00000039068.17,protein coding,,,,,western blot;IF,Homo sapiens,HOTAIR is associated with CSE-induced EMT of HBE cells.,25447409,"Epithelial-mesenchymal transition and cancer stem cells, mediated by a long non-coding RNA, HOTAIR, are involved in cell malignant transformation induced by cigarette smoke extract"
LncReg_742,HOTAIR,lncRNA,down,N-cadherin,ENSG00000170558.7,protein coding,,,,,western blot,Homo sapiens,HOTAIR is associated with CSE-induced EMT of HBE cells.,25447409,"Epithelial-mesenchymal transition and cancer stem cells, mediated by a long non-coding RNA, HOTAIR, are involved in cell malignant transformation induced by cigarette smoke extract"
LncReg_743,HOTAIR,lncRNA,up,4-Oct,ENSG00000204531.14,protein coding,,,,,western blot,Homo sapiens,HOTAIR is involved in CSE-induced the acquisition of stem cell-like properties in HBE cells.,25447409,"Epithelial-mesenchymal transition and cancer stem cells, mediated by a long non-coding RNA, HOTAIR, are involved in cell malignant transformation induced by cigarette smoke extract"
LncReg_744,HOTAIR,lncRNA,up,Bmi1,ENSG00000168283.12,protein coding,,,,,western blot,Homo sapiens,HOTAIR is involved in CSE-induced the acquisition of stem cell-like properties in HBE cells.,25447409,"Epithelial-mesenchymal transition and cancer stem cells, mediated by a long non-coding RNA, HOTAIR, are involved in cell malignant transformation induced by cigarette smoke extract"
LncReg_745,HOTAIR,lncRNA,up,CD44,ENSG00000026508.15,protein coding,,,,,RT-PCR,Homo sapiens,HOTAIR is involved in CSE-induced the acquisition of stem cell-like properties in HBE cells.,25447409,"Epithelial-mesenchymal transition and cancer stem cells, mediated by a long non-coding RNA, HOTAIR, are involved in cell malignant transformation induced by cigarette smoke extract"
LncReg_746,HOTAIR,lncRNA,up,CD133,ENSG00000007062.10,protein coding,,,,,RT-PCR,Homo sapiens,HOTAIR is involved in CSE-induced the acquisition of stem cell-like properties in HBE cells.,25447409,"Epithelial-mesenchymal transition and cancer stem cells, mediated by a long non-coding RNA, HOTAIR, are involved in cell malignant transformation induced by cigarette smoke extract"
LncReg_747,MALAT1,lncRNA,up,AKAP9,ENSG00000127914.15,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,"Among these genes, PRKA kinase anchor protein 9 (AKAP-9) was significantly up-regulated at both mRNA and protein levels. ",25446987,MALAT1 promotes colorectal cancer cell proliferation/migration/invasion via PRKA kinase anchor protein 9
LncReg_749,linc-POU3F3,lncRNA,down,Pou3f3,ENSG00000198914.2,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,"The qRT-PCR analysis showed that the expression of the POU3F3 gene was diminished (0.31-fold in T98G cells; 0.28-fold in A172 cells), when linc-POU3F3 was overexpressed (1.93-fold in T98G cells; 1.84-fold in A172 cells) and upregulated (1.78-fold in T98G cells; 1.69-fold in A172 cells), when lincPOU3F3 was knocked down (0.38-fold in T98G cells; 0.31-fold in A172 cells) in the ESCC cells (Fig. 2B, C). ",25445282,Functional linc-POU3F3 is overexpressed and contributes to tumorigenesis in glioma
LncReg_75,lincRNA-p21,lncRNA,up,FoxE1,ENSG00000178919.8,protein coding,transcriptional regulation,p21;p53;hnRNP-K,TF;RNA binding protein,LincRNA-p21 Indirectly Regulates PRC2 Target Genes via p21.,microarry;qPCR,Mus musculus ,"LincRNA-p21 Promotes the Expression of a Set of DNA Damage-Inducible, PRC2-Target Genes.",24857549,LincRNA-p21 activates p21 in cis to promote Polycomb target gene expression and to enforce the G1/S checkpoint
LncReg_750,NEAT1,lncRNA,down,PPAR?2,ENSG00000132170.18,protein coding,post-transcriptional regulation,SRp40,,The ability of cells to increase phosphorylated SR proteins for PPAR2 splicing suggests that fluxes in NEAT1 levels during adipogenesis regulate alternative splicing events. ,qPCR;RIP,Mus musculus ,"In separate experiments, NEAT1 was deleted with siRNA and levels of PPAR1 and 2 were measured by qRT-PCR. Results show increased PPAR[1]2 levels were increased more than 60-fold with NEAT1 knockdown ",25437750,Long Non-Coding RNA NEAT1 Associates with SRp40 to Temporally Regulate PPARgamma2 Splicing during Adipogenesis in 3T3-L1 Cells
LncReg_751,NEAT1,lncRNA,up,PPAR?1,ENSG00000132170.18,protein coding,post-transcriptional regulation,SRp40,,The ability of cells to increase phosphorylated SR proteins for PPAR2 splicing suggests that fluxes in NEAT1 levels during adipogenesis regulate alternative splicing events. ,qPCR;RIP,Mus musculus ,"In separate experiments, NEAT1 was deleted with siRNA and levels of PPAR1 and 2 were measured by qRT-PCR. Results show increased PPAR[1]2 levels were increased more than 60-fold with NEAT1 knockdown ",25437750,Long Non-Coding RNA NEAT1 Associates with SRp40 to Temporally Regulate PPARgamma2 Splicing during Adipogenesis in 3T3-L1 Cells
LncReg_752,LIRR1,lncRNA,down,RAD50,ENSG00000113522.12,protein coding,,,,,western blot,Mus musculus ,"LIRR1 overexpression also led to decreased expression of the KU70, KU80 and RAD50 DNA repair proteins, marked activation of p53, decreased mouse double minute 2 homolog (MDM2) expression, and substantially induced p21 and suppressed cyclin-dependent kinase 2 in BEAS-2B following IR. ",25435953,Long intergenic non-coding RNA induced by X-ray irradiation regulates DNA damage response signaling in the human bronchial epithelial BEAS-2B cell line
LncReg_753,LIRR1,lncRNA,down,KU80,ENSG00000079246.14,protein coding,,,,,western blot,Mus musculus ,"LIRR1 overexpression also led to decreased expression of the KU70, KU80 and RAD50 DNA repair proteins, marked activation of p53, decreased mouse double minute 2 homolog (MDM2) expression, and substantially induced p21 and suppressed cyclin-dependent kinase 2 in BEAS-2B following IR. ",25435953,Long intergenic non-coding RNA induced by X-ray irradiation regulates DNA damage response signaling in the human bronchial epithelial BEAS-2B cell line
LncReg_754,LIRR1,lncRNA,down,KU70,ENSG00000196419.11,protein coding,,,,,western blot,Mus musculus ,"LIRR1 overexpression also led to decreased expression of the KU70, KU80 and RAD50 DNA repair proteins, marked activation of p53, decreased mouse double minute 2 homolog (MDM2) expression, and substantially induced p21 and suppressed cyclin-dependent kinase 2 in BEAS-2B following IR. ",25435953,Long intergenic non-coding RNA induced by X-ray irradiation regulates DNA damage response signaling in the human bronchial epithelial BEAS-2B cell line
LncReg_755,LIRR1,lncRNA,Active,p53,ENSG00000141510.14,protein coding,,,,,western blot,Mus musculus ,"LIRR1 overexpression also led to decreased expression of the KU70, KU80 and RAD50 DNA repair proteins, marked activation of p53, decreased mouse double minute 2 homolog (MDM2) expression, and substantially induced p21 and suppressed cyclin-dependent kinase 2 in BEAS-2B following IR. ",25435953,Long intergenic non-coding RNA induced by X-ray irradiation regulates DNA damage response signaling in the human bronchial epithelial BEAS-2B cell line
LncReg_756,LIRR1,lncRNA,down,MDM2,ENSG00000135679.20,protein coding,,p53,,"Subsequent to the use of Pifihrin??, a specifi inhibitor of p53 activation, increased MDM2 expression was observed in the LIRR1-overexpressing cells, suggesting that LIRR1 could mediate the DNA damage response (DDR) signaling in a p53-dependent manner. ",western blot,Mus musculus ,"LIRR1 overexpression also led to decreased expression of the KU70, KU80 and RAD50 DNA repair proteins, marked activation of p53, decreased mouse double minute 2 homolog (MDM2) expression, and substantially induced p21 and suppressed cyclin-dependent kinase 2 in BEAS-2B following IR. ",25435953,Long intergenic non-coding RNA induced by X-ray irradiation regulates DNA damage response signaling in the human bronchial epithelial BEAS-2B cell line
LncReg_757,LIRR1,lncRNA,up,p21,ENSG00000124762.12,protein coding,,,,,western blot,Mus musculus ,"LIRR1 overexpression also led to decreased expression of the KU70, KU80 and RAD50 DNA repair proteins, marked activation of p53, decreased mouse double minute 2 homolog (MDM2) expression, and substantially induced p21 and suppressed cyclin-dependent kinase 2 in BEAS-2B following IR. ",25435953,Long intergenic non-coding RNA induced by X-ray irradiation regulates DNA damage response signaling in the human bronchial epithelial BEAS-2B cell line
LncReg_758,HIF2PUT,lncRNA,down,CD133,ENSG00000007062.10,protein coding,,,,,FACS,Homo sapiens,"Overexpression of HIF2PUT markedly inhibited cell proliferation and migration, decreased the percentage of CD133 expressing cells, and impaired the osteosarcoma stem sphere-forming ability of the MG63 cells. ",25434862,"A novel long non-coding RNA, hypoxia-inducible factor-2alpha promoter upstream transcript, functions as an inhibitor of osteosarcoma stem cells in vitro"
LncReg_759,HIF2PUT,lncRNA,up,HIF-2?,ENSG00000116016.12,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,"Furthermore, altering the expression of HIF2PUT resulted in a concomitant change to HIF-2? mRNA expression. ",25434862,"A novel long non-coding RNA, hypoxia-inducible factor-2alpha promoter upstream transcript, functions as an inhibitor of osteosarcoma stem cells in vitro"
LncReg_76,lincRNA-p21,lncRNA,up,Lhx15,NA,protein coding,transcriptional regulation,p21;p53;hnRNP-K,TF;RNA binding protein,LincRNA-p21 Indirectly Regulates PRC2 Target Genes via p21.,microarry;qPCR,Mus musculus ,"LincRNA-p21 Promotes the Expression of a Set of DNA Damage-Inducible, PRC2-Target Genes.",24857549,LincRNA-p21 activates p21 in cis to promote Polycomb target gene expression and to enforce the G1/S checkpoint
LncReg_760,MALAT1,lncRNA,up,PCNA,ENSG00000132646.9,protein coding,,,,,western blot,Homo sapiens,"At the same time, the proliferating cell nuclear antigen (PCNA), matrix metallopeptidase 9 (MMP-9), phosphorylated PI3Kp85?, and Akt expressions were significantly inhibited in MALAT1-deleted cells. ",25431257,MALAT1 promotes the proliferation and metastasis of osteosarcoma cells by activating the PI3K/Akt pathway
LncReg_761,MALAT1,lncRNA,up,MMP9,ENSG00000100985.7,protein coding,,,,,western blot,Homo sapiens,"At the same time, the proliferating cell nuclear antigen (PCNA), matrix metallopeptidase 9 (MMP-9), phosphorylated PI3Kp85?, and Akt expressions were significantly inhibited in MALAT1-deleted cells. ",25431257,MALAT1 promotes the proliferation and metastasis of osteosarcoma cells by activating the PI3K/Akt pathway
LncReg_762,MALAT1,lncRNA,Active,PI3Kp85?,ENSG00000145675.13,protein coding,post-translational regulation,,,,western blot,Homo sapiens,"As a result, Western blot analysis showed that MALAT1 downregulation significantly reduced the levels of phosphorylated PI3Kp85? and Akt, while no detectable changes were observed in the p-MEK1/2, p-ERK 1/2, and p-JNK (Fig. 5b) ",25431257,MALAT1 promotes the proliferation and metastasis of osteosarcoma cells by activating the PI3K/Akt pathway
LncReg_763,MALAT1,lncRNA,Active,AKT,ENSG00000142208.14,protein coding,post-translational regulation,,,,western blot,Homo sapiens,"As a result, Western blot analysis showed that MALAT1 downregulation significantly reduced the levels of phosphorylated PI3Kp85? and Akt, while no detectable changes were observed in the p-MEK1/2, p-ERK 1/2, and p-JNK (Fig. 5b) ",25431257,MALAT1 promotes the proliferation and metastasis of osteosarcoma cells by activating the PI3K/Akt pathway
LncReg_764,PCAT-1,lncRNA,up,c-myc,ENSG00000136997.13,protein coding,post-transcriptional regulation,miR-3667-3p,,PCAT-1 regulates cMyc in a post-transcriptional manner by 3?UTR activation.PCAT-1 interferes with microRNA networks regulating cMyc,western blot;luciferase assay;qPCR,Homo sapiens,PCAT-1 mediates cell proliferation through up-regulation of cMyc.,25425964,The long non-coding RNA PCAT-1 promotes prostate cancer cell proliferation through cMyc
LncReg_765,LOC401317,lncRNA,up,p21,ENSG00000124762.12,protein coding,,,,,western blot,Homo sapiens,"Overexpression of LOC401317 increased p21, cleaved PARP, and caspase-3 protein expression, while inhibiting cyclin D1 and cyclin E1 expression. The expression of a-tubulin or GAPDH was detected for protein loading controls. ",25422887,"LOC401317, a p53-Regulated Long Non-Coding RNA, Inhibits Cell Proliferation and Induces Apoptosis in the Nasopharyngeal Carcinoma Cell Line HNE2"
LncReg_766,LOC401317,lncRNA,Inactive,PARP,ENSG00000143799.11,protein coding,post-translational regulation,,,,western blot,Homo sapiens,"Overexpression of LOC401317 increased p21, cleaved PARP, and caspase-3 protein expression, while inhibiting cyclin D1 and cyclin E1 expression. The expression of a-tubulin or GAPDH was detected for protein loading controls. ",25422887,"LOC401317, a p53-Regulated Long Non-Coding RNA, Inhibits Cell Proliferation and Induces Apoptosis in the Nasopharyngeal Carcinoma Cell Line HNE2"
LncReg_767,LOC401317,lncRNA,Active,CASP3,ENSG00000164305.16,protein coding,post-translational regulation,,,,western blot,Homo sapiens,"Overexpression of LOC401317 increased p21, cleaved PARP, and caspase-3 protein expression, while inhibiting cyclin D1 and cyclin E1 expression. The expression of a-tubulin or GAPDH was detected for protein loading controls. ",25422887,"LOC401317, a p53-Regulated Long Non-Coding RNA, Inhibits Cell Proliferation and Induces Apoptosis in the Nasopharyngeal Carcinoma Cell Line HNE2"
LncReg_768,LOC401317,lncRNA,down,Cyclin D1,ENSG00000110092.3,protein coding,,,,,western blot,Homo sapiens,"Overexpression of LOC401317 increased p21, cleaved PARP, and caspase-3 protein expression, while inhibiting cyclin D1 and cyclin E1 expression. The expression of a-tubulin or GAPDH was detected for protein loading controls. ",25422887,"LOC401317, a p53-Regulated Long Non-Coding RNA, Inhibits Cell Proliferation and Induces Apoptosis in the Nasopharyngeal Carcinoma Cell Line HNE2"
LncReg_769,LOC401317,lncRNA,down,Cyclin E1,ENSG00000105173.12,protein coding,,,,,western blot,Homo sapiens,"Overexpression of LOC401317 increased p21, cleaved PARP, and caspase-3 protein expression, while inhibiting cyclin D1 and cyclin E1 expression. The expression of a-tubulin or GAPDH was detected for protein loading controls. ",25422887,"LOC401317, a p53-Regulated Long Non-Coding RNA, Inhibits Cell Proliferation and Induces Apoptosis in the Nasopharyngeal Carcinoma Cell Line HNE2"
LncReg_77,lincRNA-p21,lncRNA,up,Npas1,ENSG00000130751.8,protein coding,transcriptional regulation,p21;p53;hnRNP-K,TF;RNA binding protein,LincRNA-p21 Indirectly Regulates PRC2 Target Genes via p21.,microarry;qPCR,Mus musculus ,"LincRNA-p21 Promotes the Expression of a Set of DNA Damage-Inducible, PRC2-Target Genes.",24857549,LincRNA-p21 activates p21 in cis to promote Polycomb target gene expression and to enforce the G1/S checkpoint
LncReg_770,NEAT1,lncRNA,up,F11R (JAM1),ENSG00000158769.16,protein coding,,,,,qPCR,Homo sapiens,qPCR analysis of nuclear and cytoplasmic fractions from hypoxic MCF-7 cells treated with either control or NEAT1 ASO showing the reduction of hypoxic F11R in the nucleus following suppression of NEAT1. ,25417700,Tumor hypoxia induces nuclear paraspeckle formation through HIF-2alpha dependent transcriptional activation of NEAT1 leading to cancer cell survival
LncReg_771,Dali,lncRNA,up,Pou3f3,ENSG00000198914.2,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,Decreased Pou3f3 expression upon Dali knockdown.,25415054,The long non-coding RNA Dali is an epigenetic regulator of neural differentiation
LncReg_772,HOTAIR,lncRNA,up,VEGF,ENSG00000112715.19,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,HOTAIR increases VEGF and mmP-9 expression in cervical cancer cells.,25405331,Long non-coding RNA HOTAIR is associated with human cervical cancer progression
LncReg_773,HOTAIR,lncRNA,up,MMP9,ENSG00000100985.7,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,HOTAIR increases VEGF and mmP-9 expression in cervical cancer cells.,25405331,Long non-coding RNA HOTAIR is associated with human cervical cancer progression
LncReg_774,HOTAIR,lncRNA,down,E-cadherin,ENSG00000039068.17,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,Inhibition of HOTAIR reversed EMT-related genes in cervical cancer cells. ,25405331,Long non-coding RNA HOTAIR is associated with human cervical cancer progression
LncReg_775,HOTAIR,lncRNA,up,?-catenin,ENSG00000178585.13,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,Inhibition of HOTAIR reversed EMT-related genes in cervical cancer cells. ,25405331,Long non-coding RNA HOTAIR is associated with human cervical cancer progression
LncReg_776,HOTAIR,lncRNA,up,vimentin,ENSG00000026025.12,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,Inhibition of HOTAIR reversed EMT-related genes in cervical cancer cells. ,25405331,Long non-coding RNA HOTAIR is associated with human cervical cancer progression
LncReg_777,HOTAIR,lncRNA,up,slug,ENSG00000019549.7,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,Inhibition of HOTAIR reversed EMT-related genes in cervical cancer cells. ,25405331,Long non-coding RNA HOTAIR is associated with human cervical cancer progression
LncReg_778,HOTAIR,lncRNA,up,twist,ENSG00000122691.11,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,Inhibition of HOTAIR reversed EMT-related genes in cervical cancer cells. ,25405331,Long non-coding RNA HOTAIR is associated with human cervical cancer progression
LncReg_779,eRNA-E2-3,lncRNA,up,HO-1,ENSG00000100292.15,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,eRNA E2-3 selectively regulates HO-1 induction.,25404134,Non-coding RNA derived from the region adjacent to the human HO-1 E2 enhancer selectively regulates HO-1 gene induction by modulating Pol II binding
LncReg_78,lincRNA-p21,lncRNA,up,Nptx1,ENSG00000171246.5,protein coding,transcriptional regulation,p21;p53;hnRNP-K,TF;RNA binding protein,LincRNA-p21 Indirectly Regulates PRC2 Target Genes via p21.,microarry;qPCR,Mus musculus ,"LincRNA-p21 Promotes the Expression of a Set of DNA Damage-Inducible, PRC2-Target Genes.",24857549,LincRNA-p21 activates p21 in cis to promote Polycomb target gene expression and to enforce the G1/S checkpoint
LncReg_780,eRNA-E2-3,lncRNA,up,TXNRD1,ENSG00000198431.14,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,eRNA E2-3 selectively regulates HO-1 induction.,25404134,Non-coding RNA derived from the region adjacent to the human HO-1 E2 enhancer selectively regulates HO-1 gene induction by modulating Pol II binding
LncReg_781,GHET1,lncRNA,up,PCNA,ENSG00000132646.9,protein coding,,,,,western blot,Homo sapiens,Effect of GHET1 on cell proliferation.,25400817,Long noncoding RNA GHET1 promotes the development of bladder cancer
LncReg_782,GHET1,lncRNA,down,p21,ENSG00000124762.12,protein coding,,,,,western blot,Homo sapiens,Knockdown of GHET1 may inhibit the proliferation of bladder cancers via inducing G0/G1 arrest.,25400817,Long noncoding RNA GHET1 promotes the development of bladder cancer
LncReg_783,GHET1,lncRNA,down,p16,ENSG00000147889.15,protein coding,,,,,western blot,Homo sapiens,Knockdown of GHET1 may inhibit the proliferation of bladder cancers via inducing G0/G1 arrest.,25400817,Long noncoding RNA GHET1 promotes the development of bladder cancer
LncReg_784,GHET1,lncRNA,down,E-cadherin,ENSG00000039068.17,protein coding,,,,,western blot,Homo sapiens,Effect of GHET1 on the EMT process.,25400817,Long noncoding RNA GHET1 promotes the development of bladder cancer
LncReg_785,GHET1,lncRNA,up,Fibronectin,ENSG00000115414.17,protein coding,,,,,western blot,Homo sapiens,Effect of GHET1 on the EMT process.,25400817,Long noncoding RNA GHET1 promotes the development of bladder cancer
LncReg_786,GHET1,lncRNA,up,vimentin,ENSG00000026025.12,protein coding,,,,,western blot,Homo sapiens,Effect of GHET1 on the EMT process.,25400817,Long noncoding RNA GHET1 promotes the development of bladder cancer
LncReg_787,GHET1,lncRNA,up,snail,ENSG00000124216.3,protein coding,,,,,western blot,Homo sapiens,Effect of GHET1 on the EMT-related TFs.,25400817,Long noncoding RNA GHET1 promotes the development of bladder cancer
LncReg_788,GHET1,lncRNA,up,slug,ENSG00000019549.7,protein coding,,,,,western blot,Homo sapiens,Effect of GHET1 on the EMT-related TFs.,25400817,Long noncoding RNA GHET1 promotes the development of bladder cancer
LncReg_789,GHET1,lncRNA,up,twist,ENSG00000122691.11,protein coding,,,,,western blot,Homo sapiens,Effect of GHET1 on the EMT-related TFs.,25400817,Long noncoding RNA GHET1 promotes the development of bladder cancer
LncReg_79,lincRNA-p21,lncRNA,up,Ntn1,ENSG00000065320.7,protein coding,transcriptional regulation,p21;p53;hnRNP-K,TF;RNA binding protein,LincRNA-p21 Indirectly Regulates PRC2 Target Genes via p21.,microarry;qPCR,Mus musculus ,"LincRNA-p21 Promotes the Expression of a Set of DNA Damage-Inducible, PRC2-Target Genes.",24857549,LincRNA-p21 activates p21 in cis to promote Polycomb target gene expression and to enforce the G1/S checkpoint
LncReg_790,GHET1,lncRNA,up,Zeb1,ENSG00000148516.20,protein coding,,,,,western blot,Homo sapiens,Effect of GHET1 on the EMT-related TFs.,25400817,Long noncoding RNA GHET1 promotes the development of bladder cancer
LncReg_791,H19,lncRNA,up,lnsr,ENSG00000171105.12,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,The H19/let-7 axis regulates expression of insulin receptor and lipoprotein lipase. ,25399420,The H19/let-7 double-negative feedback loop contributes to glucose metabolism in muscle cells
LncReg_792,H19,lncRNA,up,lpl,ENSG00000175445.13,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,The H19/let-7 axis regulates expression of insulin receptor and lipoprotein lipase. ,25399420,The H19/let-7 double-negative feedback loop contributes to glucose metabolism in muscle cells
LncReg_794,MALAT1,lncRNA,Active,p38,ENSG00000112062.9,protein coding,post-translational regulation,,,,western blot,Homo sapiens,MALAT1 knockdown prevents the hyper-proliferation of retinal endothelial cells through p38 MAPK signaling.,25356875,Pathogenic role of lncRNA-MALAT1 in endothelial cell dysfunction in diabetes mellitus
LncReg_795,MALAT1,lncRNA,up,ICAM,ENSG00000090339.7,protein coding,,,,,western blot,Homo sapiens,MALAT1 knockdown alleviates retinal inflammation in diabetic rats.,25356875,Pathogenic role of lncRNA-MALAT1 in endothelial cell dysfunction in diabetes mellitus
LncReg_796,MALAT1,lncRNA,up,VEGF,ENSG00000112715.19,protein coding,,,,,western blot,Homo sapiens,MALAT1 knockdown alleviates retinal inflammation in diabetic rats.,25356875,Pathogenic role of lncRNA-MALAT1 in endothelial cell dysfunction in diabetes mellitus
LncReg_797,MALAT1,lncRNA,up,TNF-?,ENSG00000232810.3,protein coding,,,,,western blot,Homo sapiens,MALAT1 knockdown alleviates retinal inflammation in diabetic rats.,25356875,Pathogenic role of lncRNA-MALAT1 in endothelial cell dysfunction in diabetes mellitus
LncReg_798,SPRY4-IT1,lncRNA,up,lipin2,ENSG00000101577.8,protein coding,transcriptional regulation,,,,qPCR;western blot,Homo sapiens,SPRY4-IT1 Knockdown Increases Lipin 2 Protein Accumulation in Melanoma Cells.,25344859,The functional characterization of long noncoding RNA SPRY4-IT1 in human melanoma cells
LncReg_799,SPRY4-IT1,lncRNA,up,DGAT2,ENSG00000062282.13,protein coding,transcriptional regulation,,,,qPCR,Homo sapiens,Expression of Diacylglycerol O-acyltransferase 2 and (DGAT2) Acyl-coA:glycerol- 3-phosphate Acyltransferase 3 (GPAT3) Following SPRY4-IT1 Knockdown.   ,25344859,The functional characterization of long noncoding RNA SPRY4-IT1 in human melanoma cells
